1.2041099e+002 3.6053231e+001
1.2041190e+002 3.6052916e+001
1.2041282e+002 3.6052606e+001
1.2041373e+002 3.6052301e+001
1.2041465e+002 3.6051996e+001
1.2041556e+002 3.6051692e+001
1.2041648e+002 3.6051388e+001
1.2041740e+002 3.6051083e+001
1.2041832e+002 3.6050777e+001
1.2041924e+002 3.6050470e+001
1.2042016e+002 3.6050163e+001
1.2042108e+002 3.6049854e+001
1.2042200e+002 3.6049545e+001
1.2042293e+002 3.6049235e+001
1.2042385e+002 3.6048924e+001
1.2042477e+002 3.6048612e+001
1.2042569e+002 3.6048300e+001
1.2042661e+002 3.6047989e+001
1.2042753e+002 3.6047676e+001
1.2042845e+002 3.6047362e+001
1.2042938e+002 3.6047049e+001
1.2043030e+002 3.6046735e+001
1.2043122e+002 3.6046420e+001
1.2043214e+002 3.6046105e+001
1.2043307e+002 3.6045790e+001
1.2043399e+002 3.6045474e+001
1.2043491e+002 3.6045158e+001
1.2043583e+002 3.6044842e+001
1.2043675e+002 3.6044526e+001
1.2043767e+002 3.6044210e+001
1.2043859e+002 3.6043893e+001
1.2043951e+002 3.6043577e+001
1.2044043e+002 3.6043260e+001
1.2044135e+002 3.6042943e+001
1.2044227e+002 3.6042626e+001
1.2044319e+002 3.6042309e+001
1.2044410e+002 3.6041992e+001
1.2044502e+002 3.6041675e+001
1.2044593e+002 3.6041358e+001
1.2044685e+002 3.6041041e+001
1.2044776e+002 3.6040723e+001
1.2044867e+002 3.6040407e+001
1.2044958e+002 3.6040090e+001
1.2045050e+002 3.6039773e+001
1.2045141e+002 3.6039456e+001
1.2045232e+002 3.6039140e+001
1.2045323e+002 3.6038823e+001
1.2045414e+002 3.6038507e+001
1.2045505e+002 3.6038190e+001
1.2045596e+002 3.6037874e+001
1.2045687e+002 3.6037558e+001
1.2045778e+002 3.6037241e+001
1.2045868e+002 3.6036924e+001
1.2045959e+002 3.6036606e+001
1.2046050e+002 3.6036288e+001
1.2046141e+002 3.6035969e+001
1.2046232e+002 3.6035649e+001
1.2046323e+002 3.6035329e+001
1.2046414e+002 3.6035009e+001
1.2046505e+002 3.6034689e+001
1.2046596e+002 3.6034368e+001
1.2046687e+002 3.6034048e+001
1.2046778e+002 3.6033727e+001
1.2046869e+002 3.6033406e+001
1.2046960e+002 3.6033085e+001
1.2047052e+002 3.6032762e+001
1.2047143e+002 3.6032438e+001
1.2047235e+002 3.6032114e+001
1.2047326e+002 3.6031790e+001
1.2047418e+002 3.6031465e+001
1.2047510e+002 3.6031140e+001
1.2047602e+002 3.6030815e+001
1.2047694e+002 3.6030490e+001
1.2047786e+002 3.6030165e+001
1.2047879e+002 3.6029840e+001
1.2047971e+002 3.6029515e+001
1.2048064e+002 3.6029190e+001
1.2048157e+002 3.6028865e+001
1.2048250e+002 3.6028540e+001
1.2048343e+002 3.6028215e+001
1.2048436e+002 3.6027889e+001
1.2048530e+002 3.6027563e+001
1.2048623e+002 3.6027236e+001
1.2048717e+002 3.6026909e+001
1.2048811e+002 3.6026581e+001
1.2048905e+002 3.6026253e+001
1.2048999e+002 3.6025923e+001
1.2049093e+002 3.6025593e+001
1.2049187e+002 3.6025263e+001
1.2049281e+002 3.6024930e+001
1.2049375e+002 3.6024596e+001
1.2049470e+002 3.6024262e+001
1.2049564e+002 3.6023928e+001
1.2049659e+002 3.6023593e+001
1.2049754e+002 3.6023258e+001
1.2049849e+002 3.6022922e+001
1.2049943e+002 3.6022586e+001
1.2050038e+002 3.6022250e+001
1.2050133e+002 3.6021914e+001
1.2050229e+002 3.6021577e+001
