1.2050324e+002 3.6021239e+001
1.2050419e+002 3.6020901e+001
1.2050514e+002 3.6020563e+001
1.2050609e+002 3.6020224e+001
1.2050704e+002 3.6019886e+001
1.2050800e+002 3.6019547e+001
1.2050895e+002 3.6019209e+001
1.2050990e+002 3.6018871e+001
1.2051086e+002 3.6018533e+001
1.2051181e+002 3.6018195e+001
1.2051276e+002 3.6017858e+001
1.2051371e+002 3.6017522e+001
1.2051466e+002 3.6017185e+001
1.2051562e+002 3.6016849e+001
1.2051657e+002 3.6016513e+001
1.2051752e+002 3.6016178e+001
1.2051847e+002 3.6015843e+001
1.2051942e+002 3.6015508e+001
1.2052037e+002 3.6015174e+001
1.2052132e+002 3.6014840e+001
1.2052227e+002 3.6014506e+001
1.2052322e+002 3.6014172e+001
1.2052417e+002 3.6013838e+001
1.2052512e+002 3.6013505e+001
1.2052607e+002 3.6013171e+001
1.2052701e+002 3.6012838e+001
1.2052796e+002 3.6012505e+001
1.2052890e+002 3.6012172e+001
1.2052985e+002 3.6011840e+001
1.2053079e+002 3.6011507e+001
1.2053173e+002 3.6011175e+001
1.2053267e+002 3.6010843e+001
1.2053362e+002 3.6010511e+001
1.2053456e+002 3.6010180e+001
1.2053549e+002 3.6009850e+001
1.2053643e+002 3.6009520e+001
1.2053737e+002 3.6009190e+001
1.2053830e+002 3.6008860e+001
1.2053924e+002 3.6008530e+001
1.2054017e+002 3.6008200e+001
1.2054111e+002 3.6007870e+001
1.2054204e+002 3.6007541e+001
1.2054298e+002 3.6007212e+001
1.2054391e+002 3.6006883e+001
1.2054484e+002 3.6006555e+001
1.2054577e+002 3.6006227e+001
1.2054670e+002 3.6005898e+001
1.2054764e+002 3.6005570e+001
1.2054857e+002 3.6005241e+001
1.2054950e+002 3.6004913e+001
1.2055043e+002 3.6004584e+001
1.2055136e+002 3.6004255e+001
1.2055228e+002 3.6003926e+001
1.2055321e+002 3.6003597e+001
1.2055414e+002 3.6003268e+001
1.2055507e+002 3.6002939e+001
1.2055600e+002 3.6002609e+001
1.2055693e+002 3.6002280e+001
1.2055785e+002 3.6001953e+001
1.2055878e+002 3.6001623e+001
1.2055971e+002 3.6001294e+001
1.2056063e+002 3.6000964e+001
1.2056156e+002 3.6000634e+001
1.2056249e+002 3.6000304e+001
1.2056342e+002 3.5999973e+001
1.2056435e+002 3.5999642e+001
1.2056528e+002 3.5999311e+001
1.2056621e+002 3.5998980e+001
1.2056714e+002 3.5998648e+001
1.2056807e+002 3.5998317e+001
1.2056900e+002 3.5997985e+001
1.2056993e+002 3.5997653e+001
1.2057086e+002 3.5997321e+001
1.2057179e+002 3.5996989e+001
1.2057273e+002 3.5996657e+001
1.2057366e+002 3.5996325e+001
1.2057459e+002 3.5995992e+001
1.2057553e+002 3.5995659e+001
1.2057646e+002 3.5995327e+001
1.2057739e+002 3.5994995e+001
1.2057833e+002 3.5994663e+001
1.2057926e+002 3.5994332e+001
1.2058019e+002 3.5994000e+001
1.2058113e+002 3.5993668e+001
1.2058206e+002 3.5993335e+001
1.2058300e+002 3.5993003e+001
1.2058394e+002 3.5992671e+001
1.2058488e+002 3.5992338e+001
1.2058581e+002 3.5992006e+001
1.2058675e+002 3.5991673e+001
1.2058769e+002 3.5991340e+001
1.2058863e+002 3.5991007e+001
1.2058957e+002 3.5990673e+001
1.2059051e+002 3.5990339e+001
1.2059146e+002 3.5990006e+001
1.2059240e+002 3.5989672e+001
1.2059335e+002 3.5989337e+001
1.2059429e+002 3.5989002e+001
1.2059524e+002 3.5988667e+001
1.2059619e+002 3.5988332e+001
1.2059714e+002 3.5987997e+001
1.2059809e+002 3.5987661e+001
1.2059904e+002 3.5987325e+001
1.2059999e+002 3.5986989e+001
1.2060094e+002 3.5986653e+001
1.2060189e+002 3.5986317e+001
1.2060284e+002 3.5985979e+001
1.2060379e+002 3.5985641e+001
1.2060474e+002 3.5985301e+001
1.2060569e+002 3.5984961e+001
1.2060664e+002 3.5984620e+001
1.2060759e+002 3.5984279e+001
1.2060853e+002 3.5983938e+001
1.2060948e+002 3.5983597e+001
1.2061042e+002 3.5983257e+001
1.2061137e+002 3.5982918e+001
1.2061231e+002 3.5982580e+001
1.2061325e+002 3.5982243e+001
1.2061419e+002 3.5981908e+001
1.2061512e+002 3.5981573e+001
1.2061606e+002 3.5981241e+001
1.2061699e+002 3.5980910e+001
1.2061792e+002 3.5980579e+001
1.2061885e+002 3.5980249e+001
1.2061977e+002 3.5979921e+001
1.2062070e+002 3.5979594e+001
1.2062162e+002 3.5979270e+001
1.2062254e+002 3.5978947e+001
1.2062346e+002 3.5978626e+001
1.2062437e+002 3.5978304e+001
1.2062529e+002 3.5977983e+001
1.2062620e+002 3.5977663e+001
1.2062712e+002 3.5977343e+001
1.2062803e+002 3.5977022e+001
1.2062894e+002 3.5976700e+001
1.2062985e+002 3.5976376e+001
1.2063076e+002 3.5976052e+001
1.2063166e+002 3.5975725e+001
1.2063257e+002 3.5975398e+001
1.2063348e+002 3.5975069e+001
1.2063438e+002 3.5974740e+001
1.2063529e+002 3.5974410e+001
1.2063620e+002 3.5974079e+001
1.2063711e+002 3.5973748e+001
1.2063801e+002 3.5973417e+001
1.2063892e+002 3.5973086e+001
1.2063983e+002 3.5972755e+001
1.2064075e+002 3.5972424e+001
1.2064166e+002 3.5972092e+001
1.2064257e+002 3.5971760e+001
1.2064349e+002 3.5971427e+001
1.2064440e+002 3.5971092e+001
1.2064531e+002 3.5970758e+001
1.2064623e+002 3.5970420e+001
1.2064715e+002 3.5970080e+001
1.2064807e+002 3.5969739e+001
1.2064899e+002 3.5969397e+001
1.2064991e+002 3.5969054e+001
1.2065084e+002 3.5968711e+001
1.2065176e+002 3.5968368e+001
1.2065269e+002 3.5968024e+001
